Country Name	Country Code	Indicator Name	Indicator Code	1960	1961	1962	1963	1964	1965	1966	1967	1968	1969	1970	1971	1972	1973	1974	1975	1976	1977	1978	1979	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020
Germany	DEU	Military expenditure (current USD)	MS.MIL.XPND.CD	2715197280	3074753151	4055355090	4688620298	4601309875	4686319021	4766403436	5037954037	4544109352	5150518691	5805254072	6829977561	8478070554	11237904808	12965199627	14381443616	14549820055	16288883939	20159786212	23323130253	25125769752	21738730858	21037571076	20828212902	18943609976	18752463333	26065367271	32131496921	33036667269	31631605145	39834666880	37196729730	39502452271	35030537589	34197705640	38742699103	36701189772	31267710403	31200768078	30690158426	26497593164	25815401959	27611355672	32997363017	35776573894	30324965179	35883657973	40110859276	45098956312	44528927836	43025915012	45163212878	43798225349	44242647303	44662831168	38170021071	39855047309	42210258091	46423020903	49007512315	52764761199
Djibouti	DJI	Military expenditure (current USD)	MS.MIL.XPND.CD																			45014.37647	45014.37647	1817455.45	5351084.002	29608206.12	30902369.44	31133068.12	31391900.79	30604149.2	30817967.49	31059919.76	31088053.75	31116187.73	31774522.99	33625739.22	31065546.56	30711058.34	29608206.12	24527208.38	26552855.32	26704778.84	26779052.56	26025061.75	26048131.62	33250994.54	41763775.81	37355742.99	44847260.59	49515814.11	34518711.91	36274835.28												
Dominica	DMA	Military expenditure (current USD)	MS.MIL.XPND.CD																																																													
Denmark	DNK	Military expenditure (current USD)	MS.MIL.XPND.CD	161137605.4	170837712.9	224550248	239028020.3	255387903	285791224.7	301137663.3	323292901.4	345466666.7	352000000	395600000	430225386.9	487244020.6	581866269.9	732087483	931928334.6	945240876	1063101451	1322665932	1529188589	1617653843	1446085210	1400430126	1374960497	1259583261	1259295610	1647882398	2141274092	2320423440	2183667160	2649889473	2671946671	2837745377	2682011246	2718790042	3117966146	3086224945	2804317083	2846065338	2784881254	2392510831	2525225825	2694082493	3199158428	3578832460	3468452920	3896730668	4175652589	4788030121	4337355690	4503492127	4518590127	4422458084	4216647585	4056861511	3364047774	3592727944	3764033344	4558690187	4556755136	4953363914
Dominican Republic	DOM	Military expenditure (current USD)	MS.MIL.XPND.CD	38300000	36300000	38000000	39000000	42500000	40200000	37200000	35800000	37300000	35600000	35900000	36600000	39500000	42000000	57600000	65900000	76200000	86500000	103000000	120000000	105000000	125000000	126000000	126000000	139000000	61042019.4	82290924.24	59327500.29	47296368.76	53517350.16	47798904.44	33894298.95	63127240.84	95993941.21	100956679.7	84449968.38	107001292.2	150664189.8	159053096.3	175000467.8	246810843.7	305900328	271663317.2	155802495.6	152878466.8	272200481.1	259240325.1	274775680.8	333538881.6	320855289.2	354856781.4	348559830.1	396187178.6	383380254.1	437572465.8	458007157.5	479722172.8	533073157.8	593678722.1	613299023.3	599052525.4
Algeria	DZA	Military expenditure (current USD)	MS.MIL.XPND.CD				66436300.15	99856999.91	105528391.4	104515642.9	99249350.83	99249350.83	99249350.83	98844251.44	99946261.07	109942841.3	136757097.8	260168630	332252159.2	480640373.5	471669448	627852442.1	711681247.4	890174464.8	806569334.6	932452707.7	952430671.6	929290821.3	953299653.9	1127103217	1196971384	1028611425	854300945.3	904269155.2	565098062.6	1053301643	1276911083	1334911648	1234655192	1452431008	1752395278	1910962052	1826496570	1881163649	2091627274	2100602521	2206395762	2802224794	2924820167	3093978245	3945815125	5172336907	5280588156	5671309117	8652237040	9326287144	10161588239	9724379972	10412714003	10217081700	10073364021	9583724288	10303600575	9708277440
East Asia & Pacific (excluding high income)	EAP	Military expenditure (current USD)	MS.MIL.XPND.CD																														17665681585	17285151838	18192474096	21929203270	23172737409	22820772366	27128681547	30389214801	30941507587	28580953118	33801362944	37299148018	41890868874	48054186822	66543648275	77215525223	85588975622	62898124534	77066124479	95641542343	1.13516E+11	1.24474E+11	1.47162E+11	1.71441E+11	1.93307E+11	2.10844E+11	2.26317E+11	2.28336E+11	2.42137E+11	2.62706E+11	2.66248E+11	2.79983E+11
Early-demographic dividend	EAR	Military expenditure (current USD)	MS.MIL.XPND.CD	2716315242	2557648223	3651600091	4584968645	5243448946	5933334004	5954668237	6367488919	7090933516	8215601256	9272461193	10148565007	11070577416	14789445135	21472480482	25929409558	30568412742	44641246460	48939789484	53395619059	62640534951	72445008089	74683847925	70372897676	70380199740	65878469676	53647897688	76247064640	81023540230	72292411205	80861303797	83560811626	85189164557	69599669464	70292100432	71945774323	74764801175	85362107187	88353390854	90974280555	97813472488	98873784744	90497344762	1.09731E+11	1.26365E+11	1.43427E+11	1.21719E+11	1.42943E+11	1.62009E+11	1.70711E+11	1.91932E+11	2.08732E+11	2.256E+11	2.409E+11	2.52411E+11	2.5221E+11	2.36224E+11	2.59766E+11	2.61251E+11	2.58508E+11	2.57106E+11
East Asia & Pacific	EAS	Military expenditure (current USD)	MS.MIL.XPND.CD																														72099412561	74692500557	81519691979	89950413910	98873571585	1.05077E+11	1.17416E+11	1.1648E+11	1.11694E+11	98956644128	1.1208E+11	1.18118E+11	1.1594E+11	1.22588E+11	1.48376E+11	1.66742E+11	1.804E+11	1.59101E+11	1.79222E+11	2.05146E+11	2.2715E+11	2.50045E+11	2.86929E+11	3.11796E+11	3.23324E+11	3.43284E+11	3.50595E+11	3.60109E+11	3.77719E+11	4.03203E+11	4.08824E+11	4.28861E+11
Europe & Central Asia (excluding high income)	ECA	Military expenditure (current USD)	MS.MIL.XPND.CD																																		16120480865	21096613550	22241637031	26506582793	30243464500	20810525070	20131115646	22304443046	22527808764	27255877908	32275338449	37754168544	46610904755	56633776841	70929916171	88068148029	79215296706	88143396246	1.01223E+11	1.13601E+11	1.22388E+11	1.18103E+11	96133121359	98792404231	98191368886	98663296726	1.05567E+11	1.00179E+11
Europe & Central Asia	ECS	Military expenditure (current USD)	MS.MIL.XPND.CD																																		1.94258E+11	2.02558E+11	2.17482E+11	2.22835E+11	2.11541E+11	2.03614E+11	2.00779E+11	1.86657E+11	1.85746E+11	2.05782E+11	2.48629E+11	2.83182E+11	2.91291E+11	3.14825E+11	3.62766E+11	4.05059E+11	3.77308E+11	3.7472E+11	3.99647E+11	3.94708E+11	4.04192E+11	4.01985E+11	3.41928E+11	3.44542E+11	3.53285E+11	3.77704E+11	3.86019E+11	3.9799E+11
Ecuador	ECU	Military expenditure (current USD)	MS.MIL.XPND.CD	22400000	18700000	18300000	17100000	20600000	23800000	22900000	25300000	29300000	39700000	30700000	29700000	37300000	49200000	74800000	102000000	117000000	205000000	164000000	186000000	209000000	234000000	229000000	200000000	193000000	284000000	207000000	207000000	198000000	189000000	202000000	209000000	211000000	276000000	291000000	475000000	419000000	499000000	549000000	296000000	266000000	384000000	505000000	739000000	710000000	954000000	950000000	1310000000	1646000000	1949000000	2094000000	2453700000	2589776000	2735825000	2786519000	2597510000	2513200000	2462700000	2549400000	2399900000	2243500000
"Egypt, Arab Rep."	EGY	Military expenditure (current USD)	MS.MIL.XPND.CD			249697766.8	335799697.8	448499596.4	515199536.3	481849566.3	508299542.5	648599416.3	888949199.9	1092499017	1266148860	1066049041	1243856105	1852779425	1926890602	2201613068	2751058001	2485279987	1152855496	1361426627	1817140261	2307139561	3004281422	3742137511	4203565423	4727136104	4805707420	4453565066	3516344801	2260645161	1345757343	1415819974	1526165392	1714409786	1948876986	2115742979	2267650314	2372048406	2447978794	2627698334	2834256230	2902768425	2383914898	2369743586	2659439714	2952520159	3306908257	3779880350	4017404478	4407286453	4463974191	4557748767	4359834244	5085121576	5475490833	4513022527	2765588434	3119587364	3743671452	4505374644
Euro area	EMU	Military expenditure (current USD)	MS.MIL.XPND.CD	8543076499	9358402465	11047041295	12108148335	12700647229	13183961691	13979231962	14940915499	15020649285	15799599449	16971343292	19242491889	23631324018	29664718533	33851639290	39763036404	40457935578	46255011023	56797912615	67999586836	75560616402	67619646330	66361636110	64262696154	60175786674	60763172405	83095633072	1.03153E+11	1.08815E+11	1.06739E+11	1.3041E+11	1.28833E+11	1.35975E+11	1.20725E+11	1.22172E+11	1.33519E+11	1.33998E+11	1.20006E+11	1.2011E+11	1.19354E+11	1.06451E+11	1.05062E+11	1.13229E+11	1.39605E+11	1.58649E+11	1.54991E+11	1.64875E+11	1.84423E+11	2.07418E+11	2.01262E+11	1.87998E+11	1.94352E+11	1.79817E+11	1.81189E+11	1.7974E+11	1.52761E+11	1.59649E+11	1.6842E+11	1.83431E+11	1.829E+11	1.94708E+11
Eritrea	ERI	Military expenditure (current USD)	MS.MIL.XPND.CD																																		107737649.2	80198311.21	124996349.9	152271808.6	92756319.41	263001685.7	272856734.6	230670129.9	166550245.4	150764425.2	181583669																	
Spain	ESP	Military expenditure (current USD)	MS.MIL.XPND.CD	232839815.9	239348772.1	308791693.5	316520311.1	386820000.7	439425746	560943076.5	545917155.9	668753624.8	805713226.3	859146961.8	900614349.2	1256164586	1521319435	1968178718	2108232941	2521013875	2808847050	3470695273	4910953932	5508356433	4977748533	4956242441	4770965313	4851949869	5077574145	6270618789	7921508651	8900414227	9302930296	11695038645	11680263754	12250195430	10041511353	10092671257	11439906271	11294316855	9865892241	10333417234	11113722490	10273779252	10222074075	10270839019	12880532801	15262458637	15997724220	17252217613	20065668635	22227721830	20178274985	19710785450	19695435494	18860623363	17242959322	17178549315	15187168681	14014439635	16043533257	17823271131	17189319301	17431779323
Estonia	EST	Military expenditure (current USD)	MS.MIL.XPND.CD																																		13146559.88	25135735.38	36343487.58	41436607.71	53031652.18	59919847.48	73800541.32	78313308.56	93818539.9	122069530.7	171411923.9	204968180.2	204517021	236324449.2	371974547.4	429662698.9	353366576.6	332180157	389237580.9	436852911.6	479314460.8	512119045.1	463568814.5	497653404.3	537440226.9	614945174.3	637035378.4	701014476.2
Ethiopia	ETH	Military expenditure (current USD)	MS.MIL.XPND.CD	15335262.65	18555265.31	20185391.65	27289522.51	36140000	42900000	43420000	37000000	34660000	34420000	34540000	36134238.09	41043478.26	48433591.42	74758454.11	125072463.8	128043478.3	135048309.2	178212560.4	276328502.4	359323671.5	366980676.3	387367149.8	408405797.1	423019323.7	429444444.4	439202898.6	476618357.5	614855072.5	781521739.1	785048309.2	529033816.4	255343443.4	163850000	148691674.3	122460147.5	126454733.2	225417105.1	458549925.4	703704869.5	617541613.6	349808276.5	288932333.5	278673159.9	311038749	342066638.7	345687017	360140308.6	388187596.7	339627768	303617033.1	332441772.4	366539017.7	345064165.8	414476025.8	442532624.5	490177248.5	499795483.5	512029056.7	544839429.8	461257623.9
European Union	EUU	Military expenditure (current USD)	MS.MIL.XPND.CD	13521896338	14913643246	17184850269	18899932255	19863821689	20873296246	22238350011	23585003146	24938117767	26697192858	28775441169	32207588919	37687223513	44817329701	50474967627	58266277181	60394849126	68394880301	72659006960	76314836151	83972602866	75796843418	74604306870	72051228256	67789863566	70034111385	93568290629	1.14625E+11	1.21389E+11	1.20906E+11	1.44151E+11	1.41778E+11	1.49795E+11	1.34267E+11	1.36796E+11	1.50118E+11	1.51107E+11	1.36007E+11	1.36366E+11	1.34772E+11	1.20599E+11	1.19394E+11	1.28873E+11	1.58076E+11	1.78978E+11	1.77353E+11	1.88645E+11	2.12635E+11	2.37824E+11	2.2702E+11	2.1496E+11	2.22841E+11	2.06793E+11	2.0886E+11	2.08432E+11	1.78733E+11	1.85228E+11	1.96385E+11	2.16551E+11	2.17817E+11	2.32813E+11
Fragile and conflict affected situations	FCS	Military expenditure (current USD)	MS.MIL.XPND.CD				735815771.5	854420718.7	1027244187	1053491585	1275691615	1582307366	2099512884	2314736534	2390194784	2830431770	3493952341	5292417937	7546232319	7421975132	8731681636	9522788998	10931429695	12726302539	12402029592	8709822815	8692713734	8328967942	7371517160	7270487880	6661578768	7524549285	5159884782	7464569920	9075497573	8693259284	8996321475	9841923956	9426911100	9562532944	11898488138	13996463127	14780773432	17061711184	17123473731	18469784331	31468147241	39449675910	44455794410	14397101623	18049601791	24209854027	21819396814	20324898287	23256932025	28028518860	34814598820	30119413705	26580906458	21417395688	25899172308	20019884383	21223399159	21677360445
Finland	FIN	Military expenditure (current USD)	MS.MIL.XPND.CD	89557618.81	105350974.8	154403280.6	128576498.4	139910553.9	149572371.7	152916847.1	146661680.3	150060024	140291965.8	152891345.2	177615098.1	220831905.3	276967793.9	308807797.1	433161415.7	416956433.4	461856960.1	506869453	642602892.8	873508619.5	790880895.3	844911290.5	905188931.5	826070181.3	911349660.9	1223271001	1462231547	1704330620	1766586166	2141300984	2200991549	2075955550	1615424809	1756338984	1908986807	2021797095	1947002590	1959708814	1653905119	1558135250	1479270879	1611406522	2475059743	2892938124	2999391049	3128517474	3296557750	3958118334	3940584835	3717180505	4099505807	3943239958	4161139945	3985508352	3399134967	3415008250	3431090217	3756949117	3629646216	4087541320
Fiji	FJI	Military expenditure (current USD)	MS.MIL.XPND.CD											413396.8127	535616.7685	787703.1062	931727.0694	1353022.08	2056253.749	2751430.02	3651464.946	7239265.398	9572320.678	10367191.75	11361681.76	14939154.85	15102947.83	15601330.13	14008928.96	14591259.37	25131445.66	24673835.53	29083211.42	30542031.59	32482582.88	30539125.34	32041095.62	33665273.34	34700248.16	32851136.61	30962540.18	22598926.93	23811699.72	32039537.35	32811655.82	30914304.27	37296898.08	46798811.28	43111350.29	54067168.06	75576918.3	53585658.62	51285722.32	50408953.71	60785527.47	59221516.41	58108276.9	74787941.13	42617557.6	54411608	75276555.01	81378313.57	79497171.86	73510781.83
France	FRA	Military expenditure (current USD)	MS.MIL.XPND.CD	3260127992	3469940419	3774280041	3887455990	4130961168	4304458189	4548130770	4918985396	5148997849	4964005294	4941059320	5291990761	6326060061	7976535302	8361637313	10945218802	11175248198	12634633833	15852894823	19040482589	22198183002	20047753849	18918492344	18188520275	16977866455	17455151458	23901440137	29280470206	30327270741	29665454335	35774430325	35869120915	37902269821	35775273293	37288606060	40124024138	38977734096	34697904099	33633561283	32672714285	28403138949	27951566384	30578398933	38569115813	44524579613	44442050523	45792148416	50684467384	55365965845	56441455398	52044060565	54120871010	50216507403	52001462448	53134750899	45647471641	47370589553	49195662250	51409812839	50118929212	52747064858
Faroe Islands	FRO	Military expenditure (current USD)	MS.MIL.XPND.CD																																																													
"Micronesia, Fed. Sts."	FSM	Military expenditure (current USD)	MS.MIL.XPND.CD																																																													
Gabon	GAB	Military expenditure (current USD)	MS.MIL.XPND.CD								3008117.853	2989113.97	4350652.598	4638155.158	5498336.699	6673861.634	9421730.099	10494173.37	16844521.8	20117179.33	28927873.66		56881751.77	68629307.08	88322642.61	88555899.77	86599171.8	80328270.29	95489724.28	136006884.1														91295212.2	90036137.23	94693165.45	108396421.2	125121856.6	118111430.5	130237717.3				268738503.9	265965337.6	278143957.1	282163387.6	208124773.3	170374503.3	202815390.7	267430770.8	261217395.1	266879196.1	271499817.5
United Kingdom	GBR	Military expenditure (current USD)	MS.MIL.XPND.CD	5129857090	5308314126	5597132751	5810811571	6159898581	6475329220	6692138865	6933197077	6220499923	6199702307	6792098924	7518385128	8789192637	9446894124	10450754432	12907674884	12038757739	12952124606	15897336096	20544684886	28360159220	26948261221	27714188335	26423122399	25418839536	26031881546	30432577940	34921759890	38357236514	37456646813	43545094840	47045457327	45592591818	38113206791	38569013505	38294283080	38566134645	39889947449	41222125833	40760400667	39343711273	39512579944	44245265998	52343122277	60250782545	61653635038	64217619528	73448032014	72915407670	64010506670	63979111970	66569552573	65452487554	63837724855	66995468654	59990205719	53327327634	51633539217	55680228215	56856133066	59238462250
Georgia	GEO	Military expenditure (current USD)	MS.MIL.XPND.CD																																					67706683.56	44007707.13	41084456.98	25882678.36	18824291.43	23829967.87	33975807.04	42647402.88	70419742.78	214071430.1	404172025.9	931750564.2	1090160251	603655214.9	454178215.2	468779626.8	491982529.4	441878927	415643210.9	299514176.3	315194446.3	321136644.6	333912381.8	310614128.5	292168284.8
Ghana	GHA	Military expenditure (current USD)	MS.MIL.XPND.CD	20821777.35	27454210.3	27944464.05	31096095.34	33302237.24	35578415.39	47344505.52		44271216.36	49026817.67	46918664.51	41139332.3	30202525.76	41052242.84	64121526.39	78825105.71	88961005.06	121717795.7	101354226.4	66362988.08	120610364.9	195559792.2	170273456.3	71148287.35	44624487.03	63162776.66	51650922.76	43338474.86	22760424.65	22626966.33	27612553.5	41427184.18	41663996.04	41004328.58	37823250.83	49054322.26	44417812.62	45483310.22	57453085.66	59277760.9	50882608.24	32352140.5	36975481.34	53244020.29	56353842.99	64196566.4	75732607.93	126077789	113668160.2	118290743.9	122480468.5	234327479.6	337260972.7	254997057.4	252653833.7	190540362	161751874.3	189129841.5	218444253.6	233320137	239887164.3
Gibraltar	GIB	Military expenditure (current USD)	MS.MIL.XPND.CD																																																													
Guinea	GIN	Military expenditure (current USD)	MS.MIL.XPND.CD						10492201.74	13895077.98		14178651	14705286.61	15069880.49	26327764.42	31711404.23	36058910.7					85228280.98	71021091.75	60309243.02	52510728.9	52266833.59									71764178.4	55654040.29	43956503.99	45871747.51			44370189.81	45034483.32	55211186.39	45967931.21	87718398.82	98084865.17	84133949.31	81018570.1								168913357.5	196818705.6	196945589.8	221414232.3	161856744.5	181637775.9	197079526.4	197754330.7	209670400.4
"Gambia, The"	GMB	Military expenditure (current USD)	MS.MIL.XPND.CD																								727666.8802	846805.02	1244263.419	1046935.943	1392344.227	2161462.759	2722988.351	3464911.112	3996271.673	3501687.892	2556388.668	2316899.696	2886551.708	3929706.231	4176388.698	4049572.023	3519056.437	3323532.172	2454230.2	2259285.664	1997861.937	1931395.5	2985085.073	2786319.244	4547026.14	17163533.46	7095299.575			11173079.86	10378890.69	14599970.28	14288131.91			11487224.94	14529115.74	14804957.65
Guinea-Bissau	GNB	Military expenditure (current USD)	MS.MIL.XPND.CD																							9407751.857	18064755.2	6465128.712	4652567.483	6128820.138	3883662.224		4434725.155					2016728.765	2211919.911	1897743.657	1817811.122	2900235.951		9531360.608	6183163.515	6363093.769	7505161.734		12116374.83				13744583.7	17129808.17	17519804.35	24491750.68	21710792.65	21470831.21	17036957.29	15730078.47	19021935.35	20139128.81	22571242.31	23306688.45
Equatorial Guinea	GNQ	Military expenditure (current USD)	MS.MIL.XPND.CD																																			2379301.339	3447875.179												196314371.7	292754658.8	371927587.9					166540270.5	137262659.6	139200817.6	136210361.4	149498690	160714590.5	
Greece	GRC	Military expenditure (current USD)	MS.MIL.XPND.CD	170327798.1	167762365.8	170034222.7	179495712.8	188207553.1	209674799.6	238979294.9	313035616.3	366771882.7	425403589.9	473596990.5	515997642	573692101.5	674802452.2	1049955703	1433217345	1559887280	1838775321	2118929495	2424261939	2275580289	2578400684	2638652976	2195463586	1994286405	1927083076	1998816951	2399225050	2749556829	2560254614	3193376484	3146899035	3623052915	3364413330	3587244914	4179913247	4613167577	4573516492	4824257169	5012285642	4564522446	4428103552	4734177215	5035585542	6267468787	7028428593	7607186182	8533090258	10574138499	10641348183	8163619387	7128608267	5914988423	5655183036	5531285909	4818121326	4963484464	5088178883	5757114361	5471562920	5301379232
Grenada	GRD	Military expenditure (current USD)	MS.MIL.XPND.CD																																																													
Greenland	GRL	Military expenditure (current USD)	MS.MIL.XPND.CD																																																													
Guatemala	GTM	Military expenditure (current USD)	MS.MIL.XPND.CD	12084076.43	12084076.43	11954140.13	14812738.85	12993630.57	18580891.72	19100636.94	21179617.83	20400000	17600000	32300000	22200000	24000000	23400000	28400000	44900000	55500000	75200000	71700000	90200000	103760000	162640000	176590000	184250000	207480000	224420000	140853333.3	124028000	146588384.4	151627061.3	132196105	119310860.5	153753024.3	144445075.4	153011545.4	158348657.5	141370462.9	132112832.6	139804367.7	123754165.2	157848092.8	196765577.5	158368119.3	178771794	114893349.3	104467679.9	130546929.2	135925872.8	166494048.3	147410544.1	169798840.1	197433150.7	224366543.6	249757853.4	245672875.9	252455480.6	290912704	275014798.5	273114976.8	331882551.6	342766481
Guam	GUM	Military expenditure (current USD)	MS.MIL.XPND.CD																																																													
Guyana	GUY	Military expenditure (current USD)	MS.MIL.XPND.CD														5032808.212	11136757.59	32436379.69	34000000	24274509.8	17333333.33	17176470.59	21882352.94	22400000	24710000	22100000	20740845.14	38971271.33	27829660.94	10619291.23	11020000	6023830.213	3589328.49	2031374.373	3625349.994	4436526.474	5485552.101	5691560.614	5558340.16				12585649.29	14371052.9	16652243.46	16345330.57	22132238.74	18506566.6	19176973.64	24971954.12	30520593.42	31055650.89	31075055.49	32416747.54	33542606.6	35163485.79	39280967.47	46430508.47	51562130.82	59510895.88	61745465.96	67206937.71	66016858.34
High income	HIC	Military expenditure (current USD)	MS.MIL.XPND.CD	69083265754	73078663815	80435471658	82471827716	82900453047	85587950732	99669395135	1.13974E+11	1.20837E+11	1.23668E+11	1.25856E+11	1.25993E+11	1.36983E+11	1.50655E+11	1.66949E+11	1.81093E+11	1.86991E+11	2.20141E+11	2.42711E+11	2.71322E+11	3.12036E+11	3.43582E+11	3.91992E+11	3.85442E+11	4.04452E+11	4.29146E+11	4.69497E+11	5.2803E+11	5.59862E+11	5.70696E+11	6.22263E+11	6.10911E+11	6.38428E+11	6.115E+11	6.10512E+11	6.19608E+11	6.08359E+11	6.00203E+11	5.91547E+11	6.02086E+11	6.15053E+11	6.20123E+11	6.79935E+11	7.90302E+11	8.85706E+11	9.37863E+11	9.86283E+11	1.0705E+12	1.18254E+12	1.21948E+12	1.26268E+12	1.3129E+12	1.28024E+12	1.23914E+12	1.22523E+12	1.14613E+12	1.13829E+12	1.17146E+12	1.24232E+12	1.28413E+12	1.348E+12
"Hong Kong SAR, China"	HKG	Military expenditure (current USD)	MS.MIL.XPND.CD																																																													
Honduras	HND	Military expenditure (current USD)	MS.MIL.XPND.CD	3920000	3830000	3830000	3820000	5850000	6250000	6500000	6800000	7050000	7200000	9900000	11400000	15449922.75	15950000	16900000	21400000	23700000	31800000	43100000	49550000	57000000	60500000	67000000	70000000	81000000	94000000	105500000	122500000	132000000	138000000	67120949.03	47398089.41		40592869.13							52462396.89	62951976.58	63602176.06	82195176.79	60561786.64	62589274.81	75595918.54	95924340.17	132428400.6	156802557.3	170186979.7	200358405.9	212341274.3	294917779.4	314071900.2	356266321	363272338.5	398460128.4	385320064.2	407390257.8	402659082.6
Heavily indebted poor countries (HIPC)	HPC	Military expenditure (current USD)	MS.MIL.XPND.CD									326483888.5	393983669.8	503516298.4	561652138	607309530.3	715390790.9	937839065.3	1138972594	1217248455	1535833757	2121241402	2459925045	2759253746	2664409279	2418373210	2169334436	2422006409	2358199368	2465152768	2475871975	2779612120	2428788365	4757702034	3522538191	2145332027	2547853573	1621355698	1473607055	1700180261	1814603452	2278128552	2871721142	2824352742	2323662526	2386117156	2847407505	3943927941	4041915987	4885281803	6301159293	8176416377	7913543890	5201216707	5455659990	5521179381	6953091869	7576600783	8770163529	9962127676	11698608774	9039594247	9107286459	9880028924
Croatia	HRV	Military expenditure (current USD)	MS.MIL.XPND.CD																																	782003661.3	1168936759	1625222365	2060388930	1938698897	1797184681	1427264827	1035949008	659775033.3	629464103.8	733680739.1	709399147.2	730867004.5	799160901.2	849431034.7	978853732.1	1295957074	1129098496	1015876654	1106464042	955320163.6	956952644.1	1063469743	883162983.3	836685042.1	920837052.9	966358716.8	1001812141	1034925915
Haiti	HTI	Military expenditure (current USD)	MS.MIL.XPND.CD																													1972400	2231550	2670400	2623227.387	1743605.937	1649639.306	1599966.755	2478871.189																		51595.84748	53511.5951	73562.29689	64514.31661	73613.49246	139683.8816	113017.4895	263808.8478
Hungary	HUN	Military expenditure (current USD)	MS.MIL.XPND.CD									150166666.7	173333333.3	223333333.3	225670995.1	231632283.7	263447030.8	308005578.3	366147086.5	382438611.4	419914698.7	538098139.6	621170386.2	740802218.1	757701599.6	750740503.1	700708442	641103030.3	1025550984	765838789.8	823921397.5	1027508668	812646128.2	847389246.9	722549153.4	812017967.2	735860385.6	757131989.3	612184817.1	585271901.8	695972460.9	618464380	702942491.1	715857664.8	845055673.8	1079154824	1401561253	1532612234	1596087843	1410071771	1776464117	1867877499	1475818169	1350820413	1472069832	1322277703	1280050962	1209801890	1132476292	1288676093	1463013911	1791545365	2051055453	2409532347
IBRD only	IBD	Military expenditure (current USD)	MS.MIL.XPND.CD																														82322151405	81434829098	77697093521	83637263535	79955591455	89740989139	1.01187E+11	1.10063E+11	1.18254E+11	1.07607E+11	1.08837E+11	1.15782E+11	1.23536E+11	1.21263E+11	1.34315E+11	1.56473E+11	1.85842E+11	2.16411E+11	2.6363E+11	3.2238E+11	3.37269E+11	3.808E+11	4.316E+11	4.69542E+11	5.07685E+11	5.17713E+11	4.94097E+11	4.96399E+11	5.30476E+11	5.45916E+11	5.65112E+11	5.68927E+11
IDA & IBRD total	IBT	Military expenditure (current USD)	MS.MIL.XPND.CD																														90622133630	93663058677	90419132997	96091386469	92210841456	1.03125E+11	1.14126E+11	1.23668E+11	1.32072E+11	1.22897E+11	1.25294E+11	1.33855E+11	1.41657E+11	1.42438E+11	1.69326E+11	1.98721E+11	2.31868E+11	2.31526E+11	2.81245E+11	3.43098E+11	3.58363E+11	4.01239E+11	4.54716E+11	4.93904E+11	5.33369E+11	5.45775E+11	5.2273E+11	5.2583E+11	5.62995E+11	5.77903E+11	5.95116E+11	6.00858E+11
IDA total	IDA	Military expenditure (current USD)	MS.MIL.XPND.CD											2213458034	2346597100	2462034572	2935368242	3803197761	6211216035	6148183101	7285430430	8250696140	9296219595	10479185150	9835828997	9672421124	9579802812	10058214369	9974014548	9986401508	10014280883	10807424480	8299982224	12228229579	12722039476	12454122934	12255250001	13383991486	12939208741	13604617846	13818007579	15290205071	16457832680	18073433016	18121220019	21174057120	35011580226	42247855030	46025395767	15115045002	17614659532	20718124845	21094183114	20438341101	23116192741	24362540154	25683303921	28062143682	28632614764	29430976859	32518920406	31986627179	30004339799	31930826857
IDA blend	IDB	Military expenditure (current USD)	MS.MIL.XPND.CD	232225199.5	238385198.8	238980184.9	267022200.7	318080233.8	531073409.3	635393522.2	753223375.9	908561338.4	1295280273	1394418063	1486384619	1508915386	1674063404	2185762661	4092690095	3860862628	4602630038	4785794496	5165462315	5380096503	4737113419	4404780520	4398809167	4056963012	3914243295	3524882305	3680398017	3881239535	3617081109	4029966723	4142111149	4416901697	4334522678	4307343617	5040901816	5116673165	5077335469	5060609008	4447024493	4164458887	4195933324	5375910901	5149812228	5707172450	6122414228	6775815647	7419902596	8103861805	7848605791	9388873958	10687583726	11521210422	12246082362	13532996445	13311539754	14047241447	15409407200	17664392851	14839109412	14951331712
Indonesia	IDN	Military expenditure (current USD)	MS.MIL.XPND.CD															698192771.1	1063855422	1275301205	1468674699	1627662342	1552431166	2114454046	2654105930	2741068094	2047257950	2002310077	1923319347	1734616704	1347598625	1356706413	1409556738	1613975396	1697029205	1887635966	1933304585	2239731575	2478753541	2874845238	3231358571	972702125.1	1135147005	1129542840	919022697.8	1369857129	2134746704	2428947795	2146270791	2611875117	3348758342	3232202215	3304459138	4663365759	5838026186	6531097955	8384028601	6929248704	7595030528	7396626075	8797528450	7556824711	9003028193	9395529531
IDA only	IDX	Military expenditure (current USD)	MS.MIL.XPND.CD														1261304838	1617435099	2118525940	2287320474	2682800392	3464901643	4130757280	5099088647	5098715578	5267640604	5180993645	6001251356	6059771253	6461519203	6333882866	6926184945	4682901115	8198262856	8579928327	8037221237	7920727323	9076647869	7898306924	8487944681	8740672110	10229596063	12010808187	13908974129	13925286696	15798146219	29861767998	36540682580	39902981540	8339229355	10194756936	12614263041	13245577323	11049467142	12428609015	12841329732	13437221559	14529147238	15321075010	15383735411	17109513206	14322234327	15165230387	16979495145
Isle of Man	IMN	Military expenditure (current USD)	MS.MIL.XPND.CD																																																													
